sport,trait,direct_correlation,indirect_correlation,same_correlation
MotoGP,ripped,0.42049343876989376,-0.12946669721858073,False
MotoGP,reflective,-1.4357464195105027,-0.22626121269141022,True
MotoGP,miserable,-0.7820681879074509,0.1681190687120997,False
MotoGP,odd,-1.2604748708764812,-0.10121980943721778,True
MotoGP,eloquent,-2.379436158294892,0.002025801103084596,False
MotoGP,surprising,-0.12924659196617577,-0.09458423526792642,True
MotoGP,tough,-0.8276432534280189,-0.14083022684201135,True
MotoGP,progressive,-0.8706266555449675,-0.13298307714724314,True
MotoGP,upright,-1.2039755128743974,-0.19959768541266779,True
MotoGP,brittle,-1.5275606096025083,-0.15959236260582832,True
MotoGP,decent,0.20490832526602692,-0.07167450805982399,False
MotoGP,impressive,0.5248390464128254,-0.12838844617846162,False
MotoGP,youthful,-0.532901513526591,0.04372148239248424,False
MotoGP,stiff,-0.5780487153390031,-0.08177267389994614,True
MotoGP,intelligent,-0.7398749521162763,-0.0016789817708257298,True
MotoGP,unstable,-0.2576671586786022,-0.031757166237925245,True
MotoGP,competitive,1.6524524051005793,-0.2071196272086363,False
MotoGP,arrogant,0.11158599106839469,0.004322582399010114,True
MotoGP,fearful,-1.4857970970900336,0.13311298656481488,False
MotoGP,flexible,-1.3013087313890574,-0.1341277010967286,True
MotoGP,private,-0.6670375809292329,-0.06260507804387834,True
MotoGP,dull,-1.5270454602097445,0.02986560622836928,False
MotoGP,liberal,-1.5757280461591325,-0.12411401504147927,True
MotoGP,disciplined,-1.686091865003215,-0.08110746864007097,True
MotoGP,ordinary,-0.6509058718208768,0.10418493596220667,False
MotoGP,playful,-2.207007603096294,0.15256157914484783,False
MotoGP,organized,-0.8529715095316068,-0.02952365659085303,True
MotoGP,fair,-0.8347970649215325,-0.1355316346951809,True
MotoGP,directed,-1.489053277344733,-0.1289008814538729,True
MotoGP,formal,-1.2732856237884935,0.02404684302284037,False
MotoGP,destructive,-0.915002481967317,-0.06899384395235833,True
MotoGP,sensitive,-1.972452922188068,0.03217414597387184,False
MotoGP,demanding,-0.3244673838280027,0.040563678309581304,False
MotoGP,courageous,-1.6771201122269448,0.12619917251276422,False
MotoGP,stern,-1.950625787337421,0.12893609866027153,False
MotoGP,grim,-0.6795097279639108,-0.016752413129953517,True
MotoGP,mellow,-1.1433387188873145,0.05682831203923603,False
MotoGP,dishonest,-0.9935941198168377,-0.11451671617953346,True
MotoGP,petty,-1.2128782958493582,-0.11890421986637935,True
MotoGP,complaining,0.3647666793907396,-0.026760957032700934,False
MotoGP,ambitious,-0.3553051023209576,0.007323287931448482,False
MotoGP,determined,-1.1674420661255902,-0.051213240779394154,True
MotoGP,strong,-0.013483434530883597,0.057692623331794535,False
MotoGP,understanding,-1.4193262380189775,0.10143776983246489,False
MotoGP,neutral,0.2762380980505126,-0.06322929145368542,False
MotoGP,attractive,-0.689818902374037,0.07379931306453269,False
MotoGP,sober,-0.44603387271910033,0.08018965356395477,False
MotoGP,rigid,-1.145530072764308,-0.02399768346412492,True
MotoGP,unpredictable,-0.3927266999079135,-0.12457619590221558,True
MotoGP,preoccupied,-0.6982887504876625,0.019993322996484666,False
MotoGP,skinny,-0.10460605776719137,0.0757302581607694,False
MotoGP,fit,0.8273391541207851,-0.006099537718893793,False
MotoGP,arbitrary,-0.7770244508040838,-0.1734782950583031,True
MotoGP,erratic,-0.3964975652226126,-0.2353998702475097,True
MotoGP,malicious,-1.2753312048606018,-0.09586295684110413,True
MotoGP,dynamic,-0.15562419809804348,-0.04385693898174323,True
MotoGP,invisible,-1.6233897464411682,0.06262895631375878,False
MotoGP,critical,-1.3492877374593364,-0.15260519794418143,True
MotoGP,confused,-0.759185988698742,0.1668927166083991,False
MotoGP,caring,-1.595189870415212,0.13459838815632932,False
MotoGP,challenging,-0.41557588377841365,-0.005977352588221367,True
MotoGP,false,-1.0108151478421377,-0.060034365256236503,True
MotoGP,fraudulent,-0.8894106253830306,-0.20398668825905922,True
MotoGP,conciliatory,-1.958137643998921,-0.15990358552466416,True
MotoGP,crazy,0.8816490654247358,0.20057759105610362,True
MotoGP,sloppy,-1.0745313770056244,-0.13848762385626406,True
MotoGP,disruptive,-1.1480998571855843,-0.18675558636344539,True
MotoGP,busy,-1.6757759593541899,0.019284589826150705,False
MotoGP,bland,-0.9217569011194878,-0.09808204901161155,True
MotoGP,frivolous,-1.098921246960433,-0.08488661670789795,True
MotoGP,popular,0.338667228936777,-0.03240097183654049,False
MotoGP,hurried,-1.1371189410867597,0.021928788554417062,False
MotoGP,profound,-1.3525194295294838,0.03660794275600364,False
MotoGP,friendly,-1.5582013915477304,0.19162975517934724,False
MotoGP,ignorant,-0.8624567916200242,0.006865042679544462,False
MotoGP,conventional,-0.3123022474373393,-0.21104191444072776,True
MotoGP,buff,0.14282600747865176,-0.20940700208069024,False
MotoGP,balanced,-0.10251707743653761,-0.13996438328036595,True
MotoGP,stupid,-0.021058409052255263,0.07968485936348013,False
MotoGP,desperate,-0.44172415895529926,0.08839295483331053,False
MotoGP,gallant,-0.8340946536674153,-0.14393716754538255,True
MotoGP,cruel,-1.7607288742110068,0.14069762779811384,False
MotoGP,political,-0.22240682443125817,-0.07826625169728159,True
MotoGP,secure,-1.2232522415750384,-0.0591967832067486,True
MotoGP,passive,-1.1798130087296104,0.07921808691015896,False
MotoGP,subtle,-1.8043071010184666,-0.10908351150676407,True
MotoGP,greedy,-0.4564421247718899,-0.13375232023840727,True
MotoGP,sympathetic,-1.584197135764566,0.04612962343922052,False
MotoGP,sensual,-1.2847659887911707,0.12452154630132795,False
MotoGP,mechanical,1.067060342565073,-0.19665205929378313,False
MotoGP,trendy,0.10095675967724922,-0.08142448030684193,False
MotoGP,gentle,-2.9352303966947684,0.12488473187169366,False
MotoGP,stubborn,-0.7376521069253447,0.08890681060428898,False
MotoGP,difficult,-1.0049978159809785,-0.009525312792064927,True
MotoGP,dramatic,-0.8795473811126635,0.09772923066861791,False
MotoGP,angry,-0.8457030417573473,0.09972186795244,False
MotoGP,weak,-1.2686445009482104,0.09180128665284279,False
MotoGP,patriotic,0.5689152073944362,-0.04332291333610228,False
MotoGP,sporting,1.8776392511403073,-0.0279567602546557,False
MotoGP,clever,-1.9364017219446987,-0.09302482881574059,True
MotoGP,quirky,-1.3535597857144694,-0.08472922296184338,True
MotoGP,calm,-0.61552324145323,0.24042444141265065,False
MotoGP,restrained,-1.0439005058626234,-0.09026614138855153,True
MotoGP,honest,-1.0738407232913376,0.04477627154885644,False
MotoGP,genuine,-0.5270309293875393,0.032986597460108735,False
MotoGP,extravagant,-0.5833244585165714,-0.039703630460525295,True
MotoGP,treacherous,-0.6432230070124063,-0.14648463588127764,True
MotoGP,athletic,0.7249521777458863,-0.0390408198839419,False
MotoGP,innovative,-0.9998158677330656,-0.20586214653109147,True
MotoGP,responsive,-0.7497007551146264,-0.17723935273087613,True
MotoGP,bizarre,-0.3575998036011815,-0.06521182076194126,True
MotoGP,frightening,-0.8083522173650428,0.1039887623330736,False
MotoGP,sophisticated,-0.9060521844324224,-0.10229636945327082,True
MotoGP,polished,-0.9571572286387735,-0.18164574650037424,True
MotoGP,glamorous,-0.3792718852006043,0.12236537343325443,False
MotoGP,exciting,0.19781960956320188,0.07741041873066017,True
MotoGP,alert,-1.288907987362276,-0.03853444119385981,True
MotoGP,winning,1.2476473493191016,-0.03439799483546667,False
MotoGP,timid,-1.482559400167325,0.1877990918810991,False
MotoGP,tidy,-1.8840064053631551,-0.09213731739481164,True
MotoGP,religious,-2.273612489653308,0.17536400309430084,False
MotoGP,dominating,1.6886168032328226,-0.11721521867295467,False
MotoGP,messy,-1.6049354918249452,0.052287560719877564,False
MotoGP,mature,-0.4010294289357856,0.15375469008136777,False
MotoGP,prim,-0.685167362063315,0.07090047969913806,False
MotoGP,lazy,-1.3980143320864649,0.06035681632911875,False
MotoGP,cerebral,-0.6788786521277365,-0.11141141026545724,True
MotoGP,amusing,-1.0943438193843122,-0.06993076240369395,True
MotoGP,appreciative,-1.8425908782953937,-0.11055436130387701,True
MotoGP,ridiculous,0.21636109177191115,0.04679063672349217,True
MotoGP,aggressive,0.23581224003051768,-0.077776327434785,False
MotoGP,precise,-0.7835657116124197,-0.173613037456394,True
MotoGP,unhealthy,-0.7062890412693926,0.025655631225092464,False
MotoGP,cynical,-0.6710867616429512,0.04136665469423463,False
MotoGP,short,-0.37291950080403186,0.09204744115890573,False
MotoGP,helpful,-1.8514642427638723,-0.01823596560231056,True
MotoGP,thorough,-0.8448743064649641,-0.18184647565989384,True
MotoGP,subjective,0.2508916940340412,-0.13148606445097963,False
MotoGP,original,-0.7385392033497284,-0.10840893992989203,True
MotoGP,active,-0.17754983116992232,0.05407877978611145,False
MotoGP,steady,-0.5862701597322517,-0.20438243725929817,True
MotoGP,independent,-0.7924653253592842,0.013844188762050279,False
MotoGP,soft,-1.6661675380003977,0.007532835414949723,False
MotoGP,experimental,-0.28930192719888803,-0.1279727536457868,True
MotoGP,intense,-0.24326851020687248,0.06367720656993264,False
MotoGP,serious,0.24287275430587302,0.1320005555880608,True
MotoGP,solid,0.21980101777225763,-0.14051514382800886,False
MotoGP,strict,-1.6368679269520368,0.05954747326785624,False
MotoGP,neat,-1.893802919358582,-0.04010199632595445,True
MotoGP,shallow,-1.0799729571292112,-0.03311159212918435,True
MotoGP,solemn,-1.9677723222203203,0.19892390249473146,False
MotoGP,retiring,0.7980238189523469,-0.043062181877304505,False
MotoGP,generous,-1.954905093322614,-0.07801565898725507,True
MotoGP,negative,-0.011292063373322081,-0.05965134888415523,True
MotoGP,fiery,-0.6870232867830289,-0.025436453042693718,True
MotoGP,meticulous,-1.1554875885515012,-0.13512641325325053,True
MotoGP,provocative,-1.0327345013919396,-0.027934016116663424,True
MotoGP,firm,-2.014924162724596,-0.13921446920124275,True
MotoGP,paranoid,-0.5195201334250943,0.010829924676659667,False
MotoGP,slim,-0.5016306845958284,0.015580178313566102,False
MotoGP,clean,-1.1226085506183057,0.009826049519147383,False
MotoGP,lyrical,-1.4404178883252978,0.017648980279882577,False
MotoGP,respectful,-1.2120765669858045,0.1208523590865043,False
MotoGP,hostile,-1.1907603494666017,0.055200951863102,False
MotoGP,dignified,-1.8922607140024277,0.05619849694476707,False
MotoGP,disturbing,-0.9530369031365462,0.02918772646307202,False
MotoGP,complex,-1.3249293331410856,-0.0006538699978781679,True
MotoGP,courteous,-1.2520104480841059,-0.06996473416759809,True
MotoGP,tense,-0.5016945601213261,0.18862109598653665,False
MotoGP,heroic,-0.902002500716871,0.05214145544433925,False
MotoGP,adventurous,-0.7168141907725103,0.12032320238235159,False
MotoGP,leader,-0.4654547332664772,0.060432566509836694,False
MotoGP,unreliable,-0.07332425954471175,-0.19860171655490222,True
MotoGP,brutal,-0.8662361698004535,-0.10912038584042785,True
MotoGP,imaginative,-1.8129912827904906,-0.05277992850455297,True
MotoGP,whimsical,-1.1312490734613856,-0.06645328425455105,True
MotoGP,extreme,0.31327440954602953,-0.12597055137525054,False
MotoGP,relaxed,-0.5802465820913761,0.16256837179397804,False
MotoGP,dedicated,-0.4261872479884828,-0.08947918044033755,True
MotoGP,emotional,-0.648281866710372,0.20207766299643126,False
MotoGP,fixed,-0.36462544396065505,-0.12215224307020191,True
MotoGP,curious,-1.025325670165303,0.08392338122464132,False
MotoGP,selfish,-0.7940799028560309,0.11606387788265733,False
MotoGP,sweet,-1.7157649205752776,0.146500391641429,False
MotoGP,irrational,-0.2640208426245791,-3.445113487790425e-05,True
MotoGP,suspicious,-1.1862071282619535,0.08252949991706107,False
MotoGP,cooperative,-2.213899043703517,0.047136615286195054,False
MotoGP,persuasive,-2.228686770489149,-0.10604991312411069,True
MotoGP,rustic,-1.3935857941093324,-0.06990947754780412,True
MotoGP,predatory,-1.4213218117612798,-0.18474176395720318,True
MotoGP,casual,0.005262499827344034,0.02791696275957069,True
MotoGP,bewildered,-1.1206300005305294,0.054600924732419794,False
MotoGP,earnest,-1.6432279684835227,-0.003336085595990282,True
MotoGP,contradictory,-0.24846285724971826,-0.0644438789142364,True
MotoGP,abrupt,-1.0538269440242083,-0.12171870377702641,True
MotoGP,reserved,-1.241961892478388,-0.019851170578107858,True
MotoGP,knowledge,-0.4648493657797991,-0.05997790159498672,True
MotoGP,narrow,-0.5544967671751179,-0.20131503630372463,True
MotoGP,superficial,-1.2190650401331458,0.06928448225032775,False
MotoGP,painstaking,-0.5177914248048262,-0.1520593568789674,True
MotoGP,charming,-1.9068471603433963,0.18800110013859556,False
MotoGP,capable,0.6059515507623494,-0.14509882073858776,False
MotoGP,foolish,-0.9686488344548551,-0.020392941948736143,True
MotoGP,slow,-0.20343429514273403,-0.09768692901447702,True
MotoGP,impulsive,-0.9835902633926645,0.08501980291393245,False
MotoGP,stable,0.4213374764527035,-0.009718695211254019,False
MotoGP,enigmatic,-1.4653279685740195,0.010951285880923626,False
MotoGP,overweight,0.809569662082591,-0.06104616564439859,False
MotoGP,patient,-1.9433206730591903,0.13624366011107947,False
MotoGP,tiny,-0.5907746857904937,0.011500157742500896,False
MotoGP,hesitant,-0.9045399076888796,0.05117193994584049,False
MotoGP,muscular,0.5172106919038068,-0.05415267589883077,False
MotoGP,sexy,0.024869069925807178,0.1472657164275745,True
MotoGP,questioning,-1.0834016704561527,0.0248288478782667,False
MotoGP,scholarly,-2.3686146805381383,-0.08812844894271017,True
MotoGP,sentimental,-1.2974954049870002,0.10537150090000316,False
MotoGP,obedient,-2.110757225173134,0.2389895432366111,False
MotoGP,mistaken,-0.7287090331144485,-0.0074653616539417005,True
MotoGP,healthy,-0.30183236792942,0.08820260495724778,False
MotoGP,forceful,-1.4059154908794425,-0.07112881443935871,True
MotoGP,deep,-1.1092390087324295,-0.08452425921401666,True
MotoGP,wise,-1.8768465469528814,-0.005681049389684508,True
MotoGP,practical,-1.7789750637312252,-0.1592329504553851,True
MotoGP,daring,-0.36161789783528103,-0.01774323911239457,True
MotoGP,romantic,-1.0972518476352555,0.2351540363576105,False
MotoGP,sarcastic,-1.4903394862924633,0.059502984019515,False
MotoGP,decisive,-0.5535932232297556,-0.04893786494326198,True
MotoGP,slender,-1.013546901936478,-0.0299817338506468,True
MotoGP,cheerful,-1.6768622481245112,0.19296004979103287,False
MotoGP,quiet,-1.9524360204278157,0.17368887705639688,False
MotoGP,obvious,-0.5606575254642081,-0.14491010170579782,True
MotoGP,towering,-0.18776180701002282,-0.11391510558751758,True
MotoGP,confidential,-0.45276300901475985,-0.15407726989138684,True
MotoGP,trim,0.14147264704030665,-0.13641717397585748,False
MotoGP,crisp,-1.8048940300958283,-0.11697086881091742,True
MotoGP,coarse,-0.8958693253830756,-0.16371958168722356,True
MotoGP,protective,-1.0276022769640634,0.13559269671661345,False
MotoGP,warm,-2.1984000210154164,0.14963621821516657,False
MotoGP,peaceful,-2.337099530667654,0.23898797585413195,False
MotoGP,responsible,-1.0332608001629722,-0.07610605415213359,True
MotoGP,brilliant,-0.5343557554880658,-0.01928804036514415,True
MotoGP,modern,-0.42403582425611364,0.0870954258877447,False
MotoGP,irresponsible,-0.4053615254161253,-0.06991879210104092,True
MotoGP,clumsy,-1.2588097226575905,0.04512714655701189,False
MotoGP,kind,-1.7268992980493536,0.23239906640074998,False
MotoGP,transparent,-1.2785428748406467,-0.05063876430802452,True
MotoGP,stylish,-0.04415542180371079,0.0011546265940144671,False
MotoGP,calculating,-0.35786805907666114,-0.16716535172875654,True
MotoGP,troublesome,-0.49999767955853086,-0.17808410540187938,True
MotoGP,admirable,-0.5828645600084644,-0.0460908285428058,True
MotoGP,sharing,-0.3630096719641234,0.16528894771061134,False
MotoGP,obsessive,0.34952600927824456,-0.028325622063516402,False
MotoGP,aspiring,0.3312451562705859,-0.01451030945190606,False
MotoGP,efficient,-0.8227568703898559,-0.21592844502848008,True
MotoGP,logical,-0.6875695885274515,-0.06837611992009618,True
MotoGP,artificial,-0.5517893791916749,-0.07306734719327763,True
MotoGP,delicate,-1.7375227524823533,0.007432836581214103,False
MotoGP,authoritarian,-1.0389579740383077,-0.05918377353692152,True
MotoGP,outspoken,-0.3822526767008169,-0.022790796491179894,True
MotoGP,maternal,-0.8745900814911163,0.17735685693796036,False
MotoGP,reliable,0.096620017243362,-0.20142293690117888,False
MotoGP,optimistic,-0.13406391873690746,0.040071060040139134,False
MotoGP,blunt,-1.378263095520588,-0.19028769956824637,True
MotoGP,pure,-1.3328078727403203,0.06639166625282246,False
MotoGP,extraordinary,-0.33175903069942597,-0.0059148764488249,True
MotoGP,objective,0.03232762839146012,-0.07347392298023603,False
MotoGP,open,-1.0271497854586127,-0.07922147758349908,True
MotoGP,physical,-0.30984935200532043,-0.05145818802234948,True
MotoGP,realistic,-0.03736439991142251,0.03077327531250743,False
MotoGP,stoic,-1.132410016914611,0.07293841518328478,False
MotoGP,driving,2.212242270529799,0.033116456423051416,True
MotoGP,fat,-0.16739240375778586,0.08645048265828588,False
MotoGP,anxious,-1.0196526132866723,0.114066907089014,False
MotoGP,naive,-0.988761833500382,0.1648968204905634,False
MotoGP,creative,-1.806494226046021,0.06667800306155285,False
MotoGP,gracious,-2.0242970629383863,0.0629865104990955,False
MotoGP,conservative,0.1311305200802677,-0.19804145079922642,False
MotoGP,cute,-0.9789279786292466,0.1662160171925682,False
MotoGP,proud,-0.8858809573912573,0.08725821537216139,False
MotoGP,discreet,-1.591570365298774,-0.07733539139368785,True
MotoGP,dry,-1.1071578658459773,-0.07459131772174338,True
MotoGP,charismatic,-0.74435342145999,0.04064764903478997,False
MotoGP,secretive,-1.8017271317219763,0.03541747700974447,False
MotoGP,deceptive,-1.616102510129894,-0.08588192351066658,True
MotoGP,educated,-1.6884000720031969,0.0010231670901445433,False
MotoGP,solitary,-1.0771480897493766,-0.08461883343139562,True
MotoGP,spontaneous,-0.9615496374340267,0.26524993476322495,False
MotoGP,predictable,-0.5110252161745688,-0.09731917559212143,True
MotoGP,simple,-1.3201981659202735,0.00601317047975022,False
MotoGP,humorous,-1.648108914904485,-0.06021721731045832,True
MotoGP,humble,-1.5376659894064224,0.005307003075732862,False
MotoGP,vague,-1.0988060885178799,-0.016633562634577277,True
MotoGP,focused,-0.4426322678611575,0.047867986679872764,False
MotoGP,tall,-0.15552683368647804,-0.0010501482312945756,True
MotoGP,loyal,-0.38229440435493023,0.03685697838284299,False
MotoGP,flamboyant,-0.0614175501217147,-0.08016891531607132,True
MotoGP,impatient,-0.1550014545635905,0.013314041500692443,False
MotoGP,ruined,-0.15654815469191746,-0.052556081603598495,True
MotoGP,colorful,-1.062259737767618,-0.04279280255524466,True
MotoGP,abrasive,-0.8921018990011284,-0.22960100272134107,True
MotoGP,crude,-1.3244248952428568,-0.18982235029632658,True
cycling,witty,-1.1109053453795084,0.09085267280920521,False
cycling,compassionate,-1.8184117494761987,0.06758704343795295,False
cycling,rational,-0.5835394348422025,0.1681772913593316,False
cycling,insulting,-1.2293975526019498,0.08683723497565195,False
cycling,moderate,0.25086845337881236,-0.058584389587014334,False
cycling,discouraging,0.1604257604734681,-0.013991259988287727,False
cycling,smooth,-0.5949262437803043,-0.18442093157980224,True
cycling,gloomy,-1.2529218893788623,0.06297815709261258,False
cycling,skeptical,-1.318568945642627,0.06427816509950074,False
cycling,unrealistic,-0.5548201189500923,-0.1679644145287324,True
cycling,shrewd,-2.1504048190591525,-0.014025315283817206,True
cycling,modest,-0.6438167144060563,-0.022633826138024976,True
cycling,energetic,1.3083180984926228,-0.02064754360402046,False
cycling,impractical,-0.5831817125759612,-0.1705770493000884,True
cycling,cold,-1.0889807255483028,-0.01959495172577604,True
cycling,skillful,-1.1493249779426795,-0.005754043983915502,True
cycling,criminal,-0.9581654960942301,0.0978379136445319,False
cycling,dependent,-0.6867235609059993,-0.18060164033387865,True
cycling,systematic,-0.4391512773570432,-0.030892504268019195,True
cycling,faithful,-1.5091993947238596,0.10141625312521037,False
cycling,honorable,-2.323858836306037,0.08734219912191146,False
cycling,elegant,-0.5808067328681372,-0.15695887360992072,True
cycling,misguided,-1.7372385090505178,0.07141457283879014,False
cycling,outrageous,-1.2168754890284095,-0.1031305902712292,True
cycling,steadfast,-2.208184655647386,-0.01634908264997983,True
cycling,benevolent,-1.6457942076558028,0.0953655815517634,False
cycling,constant,-0.30577119166692623,-0.15566665826114845,True
cycling,vulnerable,-1.1349482737031362,-0.12185090977639093,True
cycling,careless,-1.0475823760807326,0.12492943457118698,False
cycling,confident,-0.07629624858068738,0.10673506837739499,False
cycling,enthusiastic,0.7853493424291074,0.11728727425746127,True
cycling,accessible,0.09607642665821425,-0.20957138932090422,False
cycling,conscientious,-0.4690634828831825,0.08353629125337003,False
cycling,passionate,-0.13773155964749528,0.1141962614198716,False
cycling,mystical,-1.569768848380395,0.014167381797006552,False
cycling,ripped,0.19897744256464597,-0.10010693881009762,False
cycling,reflective,-0.20640438796221436,-0.06574251511477863,True
cycling,miserable,-0.8776767360196265,0.05149102627777557,False
cycling,odd,-0.7560692456906916,-0.014737644348519619,True
cycling,eloquent,-2.2653152462820767,0.1280377638851903,False
cycling,surprising,-0.9851292547330844,-0.1097954709682386,True
cycling,tough,-0.6511817718387305,-0.18283672025575887,True
cycling,progressive,-0.7004549711720243,-0.021452890406248887,True
cycling,upright,0.14141658707585178,-0.09791079004642755,False
cycling,brittle,-1.2573127270109097,-0.26281763276088393,True
cycling,decent,-0.08123445473422684,-0.04065733493677291,True
cycling,impressive,-0.3466821910303837,-0.15700704643336774,True
cycling,youthful,0.8178119579112109,-0.026056082278048967,False
cycling,stiff,-0.342126037566913,-0.05599177409193031,True
cycling,intelligent,-0.20006103993423727,0.11460488801968784,False
cycling,unstable,-0.944725133603083,-0.10575972577954691,True
cycling,competitive,1.0150272743216664,-0.13062924211672627,False
cycling,arrogant,-1.462739136801505,0.15415223075606435,False
cycling,fearful,-1.31969417308976,0.03798234186647687,False
cycling,flexible,0.275361205374354,-0.15400988254832487,False
cycling,private,-0.8793615621643476,-0.06751149900697356,True
cycling,dull,-1.444617733295969,-0.05262814053646877,True
cycling,liberal,-1.0501022576308046,0.07878419965899885,False
cycling,disciplined,-0.7731311802929183,0.10001752257458696,False
cycling,ordinary,-0.44883677217311585,0.06754033330759204,False
cycling,playful,-0.39549010274615914,0.021319086623093536,False
cycling,organized,0.09280692187074649,-0.17961671141482374,False
cycling,fair,-0.6030174077938638,-0.10064826535427131,True
cycling,directed,-0.832338094090679,0.1157528059708367,False
cycling,formal,-1.0987824699055573,0.04083311764566367,False
cycling,destructive,-1.4571656602134424,-0.05163874225539606,True
cycling,sensitive,-1.0859097191821674,-0.034724200827818234,True
cycling,demanding,-0.8705552901271764,-0.05522043048359379,True
cycling,courageous,-1.2174002927985008,0.09000995576802669,False
cycling,stern,-1.466520918330249,0.065341881866996,False
cycling,grim,-0.5369469987747557,0.05405719274888851,False
cycling,mellow,-0.3349431565909335,0.05308595995148388,False
cycling,dishonest,-1.8788580728715552,0.10500825136678295,False
cycling,petty,-1.557187062308855,0.024386553971523305,False
cycling,complaining,-0.7772578390742346,0.03565086238815672,False
cycling,ambitious,-0.4378273787865836,0.06476793608476565,False
cycling,determined,-0.46548682859945434,-0.07234575762425602,True
cycling,strong,0.5147539784763346,-0.10431267682256364,False
cycling,understanding,-0.9559338328402351,0.1282355551219849,False
cycling,neutral,-0.6115745103675281,-0.13055040634724394,True
cycling,attractive,0.45821087006874384,-0.1612859347431322,False
cycling,sober,-0.34403546963948395,0.13640152160722838,False
cycling,rigid,-0.8453800405585095,0.008675229029631885,False
cycling,unpredictable,-1.2779200217025593,-0.10615096169511234,True
cycling,preoccupied,-0.3913418689327657,0.03342730791205164,False
cycling,skinny,1.1058263290236885,-0.005287703405490125,False
cycling,fit,3.6585948355447866,-0.016574762518704277,False
cycling,arbitrary,-1.1216720196674757,-0.03123023263255598,True
cycling,erratic,-0.9382606393678485,-0.11866390541307505,True
cycling,malicious,-2.0508881037135387,0.0032461559011076747,False
cycling,dynamic,0.43572113068067997,-0.12610394417909765,False
cycling,invisible,-1.040440993327673,-0.0096365348061252,True
cycling,critical,-1.7174458515498225,0.06881844603277361,False
cycling,confused,-1.315760114216385,0.12117107590478589,False
cycling,caring,-0.5568660596841613,0.07579825936854338,False
cycling,challenging,-0.2115167796685805,-0.05267804334101978,True
cycling,false,-2.3674240025907665,-0.10893953756427847,True
cycling,fraudulent,-2.2263702060053903,-0.05942753330335394,True
cycling,conciliatory,-1.5526725679354239,0.010043858330683978,False
cycling,crazy,-0.3329704611047409,0.045444628792686244,False
cycling,sloppy,-1.5703250575723022,-0.06682374443894709,True
cycling,disruptive,-1.8405840612113757,-0.09997334059288772,True
cycling,busy,-0.27974173634147753,-0.016538141849786255,True
cycling,bland,-1.647456283836604,-0.13612813310650657,True
cycling,frivolous,-1.0990829174986592,-0.09485184990751575,True
cycling,popular,-0.09354673613355491,-0.04795787092911838,True
cycling,hurried,-0.7285992823873952,0.010974151691226565,False
cycling,profound,-1.8211875395345585,0.0618173798926261,False
cycling,friendly,0.12463660999657045,0.11984731356762389,True
cycling,ignorant,-1.6423965129093507,0.1342029339950565,False
cycling,conventional,0.19161783888712625,-0.10521831380184882,False
cycling,buff,0.9488008955200103,-0.0354592365850699,False
cycling,balanced,0.7205545318930288,-0.16199636951215915,False
cycling,stupid,-0.8657041826362729,0.09573811653819682,False
cycling,desperate,-1.6912506507405694,0.05347218033871328,False
cycling,gallant,-0.7033351856487978,0.0069453977949981,False
cycling,cruel,-2.120347895773164,0.11362745280527733,False
cycling,political,-0.17555510807487262,0.012103017989532231,False
cycling,secure,-1.42555890448794,-0.04733621287684686,True
cycling,passive,-0.2902069120484038,0.18638876835707496,False
cycling,subtle,-1.8350132890869806,-0.11316792917331386,True
cycling,greedy,-2.64820396489318,0.00018172556414427577,False
cycling,sympathetic,-1.70379168894273,0.07008130877527378,False
cycling,sensual,-1.0473911752315266,-0.11291238293221434,True
cycling,mechanical,0.5693133048901245,0.03069256792622538,True
cycling,trendy,0.7406183917530502,-0.1471315665604058,False
cycling,gentle,-1.0725898087041947,0.04875660095782121,False
cycling,stubborn,-0.9503543705933195,0.045505492114187245,False
cycling,difficult,-1.157025753666891,-0.12165821716219563,True
cycling,dramatic,-0.6664208808524615,-0.13833676362987576,True
cycling,angry,-1.516214054161027,0.11273133178090719,False
cycling,weak,-0.970047420053079,-0.0015989293968777126,True
cycling,patriotic,-0.3122944629404233,0.05269265447749865,False
cycling,sporting,2.818036788960676,0.02729943344094748,True
cycling,clever,-1.5859356053851934,0.09368056804038576,False
cycling,quirky,-0.7853969945633675,-0.0404052896423341,True
cycling,calm,-0.4313511034412383,0.07897588556796319,False
cycling,restrained,-1.5915230167054994,0.10245903914435961,False
cycling,honest,-1.0699909487579276,0.13065804620026236,False
cycling,genuine,-1.3234117250637447,0.08076208419352869,False
cycling,extravagant,-1.084235059433022,-0.10270328815229128,True
cycling,treacherous,-1.0965665792576702,-0.17868454391742147,True
cycling,athletic,2.7103136625656563,0.0022336389365786437,True
cycling,innovative,-0.7316710403221249,-0.06542190220678631,True
cycling,responsive,-0.7037149949641922,-0.1453549906440081,True
cycling,bizarre,-0.8479385791364028,-0.037355840204232084,True
cycling,frightening,-1.1888880323742108,-0.019845150887655733,True
cycling,sophisticated,-0.735052195662555,-0.133801553547842,True
cycling,polished,-1.5527869515372485,-0.2258119334986213,True
cycling,glamorous,-0.3696042003776676,-0.15424320090769453,True
cycling,exciting,-0.3208639862439294,-0.06148380038419972,True
cycling,alert,0.14475065090921654,-0.006421197601935419,False
cycling,winning,-0.7707784105876156,0.11184643408337619,False
cycling,timid,-0.9313988683925736,0.026672063733030056,False
cycling,tidy,-0.30483315028483327,-0.14477946066134192,True
cycling,religious,-0.7164951185319831,0.17329197272355887,False
